TYPEHUQ,HDD30YR,CDD30YR,BEDROOMS,NCOMBATH,TOTROOMS,CELLAR,GARGHEAT,HEATROOM,ACROOMS,USECENAC,TEMPNITEAC,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,KWHCOL,KWHRFG,KWHOTH,DOLELCOL,DOLELWTH,DOLELRFG,DOLELOTH,DOLLAREL
2,1257,1086,3,2,7,0,-2,1,-2,-2,-2,975,139,139,6511,200.81,1359.86,4950.32,32.69,0.00,221.39,805.92,1060
5,5576,781,-2,0,1,-2,-2,1,-2,-2,-2,190,190,0,5174,0.00,298.98,424.18,0.00,202.32,34.67,49.19,600
2,2454,2438,2,1,5,0,-2,4,4,2,75,1296,1037,1037,12345,2004.59,832.92,4468.27,248.28,338.59,103.16,553.42,1529
2,6377,903,1,2,5,1,-2,5,5,1,-2,4475,3744,3744,19175,1260.97,1646.22,15387.34,99.17,0.00,129.47,1210.14,1508
2,5496,785,4,3,12,1,1,12,12,3,75,5416,5416,5416,13475,2427.21,1152.99,9894.80,197.60,0.00,93.87,805.54,1097
2,6589,584,4,3,9,1,1,9,-2,-2,-2,3250,3250,207,6870,60.58,1467.22,5342.19,9.16,0.00,221.90,807.94,1039
2,3296,1579,2,2,4,0,-2,4,4,3,70,1517,1517,1517,10229,2108.62,1141.70,4222.00,237.06,265.29,128.36,474.66,1150
5,4671,1563,-2,1,1,-2,-2,1,1,1,-2,435,435,435,1517,155.63,405.83,955.55,23.80,0.00,62.07,146.14,232
5,1503,1529,-2,1,1,-2,-2,1,1,1,-2,468,468,468,5095,255.19,670.23,1860.42,33.71,157.71,88.53,245.74,673
2,5754,724,4,2,8,1,0,8,8,2,71,2777,1983,1851,9678,634.43,1802.18,7241.39,86.47,0.00,245.62,986.92,1319
3,1160,4042,2,1,5,0,0,5,-2,-2,-2,1956,1556,0,9563,0.00,924.39,5557.28,0.00,217.32,99.18,596.23,1026
2,1321,3810,4,2,7,0,0,7,7,2,82,2874,2224,2224,26870,9708.49,2998.24,14163.27,1121.52,0.00,346.36,1636.13,3104
2,4174,1558,3,1,6,1,-2,4,4,3,76,3108,1381,1381,15807,2126.70,1004.73,12675.57,240.29,0.00,113.52,1432.19,1786
2,6279,865,3,1,6,0,0,6,-2,-2,-2,2276,2026,0,10079,0.00,916.20,8565.46,0.00,0.00,93.72,876.18,1031
3,4929,1350,2,1,4,0,-2,3,-2,-2,-2,700,525,175,5556,453.94,1257.59,2772.81,56.62,0.00,156.86,345.85,693
4,6712,524,6,1,9,1,-2,1,-2,-2,-2,3750,1013,0,22368,0.00,986.15,19020.64,0.00,0.00,98.40,1897.98,2232
2,6795,652,3,1,8,1,-2,8,8,3,78,2777,2777,2777,12083,1995.51,1835.74,7642.51,243.10,0.00,223.64,931.04,1472
3,3977,1570,3,2,6,1,-2,6,6,3,72,2142,2142,2142,24970,3889.47,1600.74,9496.12,398.29,558.29,163.92,972.43,2557
2,6169,878,3,2,6,1,0,6,6,3,68,3166,2766,2766,13211,1520.91,854.78,10835.31,171.42,0.00,96.34,1221.24,1489
2,1216,2728,3,2,6,0,-2,6,-2,-2,-2,1785,1785,0,14173,0.00,2573.29,11599.71,0.00,0.00,263.45,1187.55,1451
2,1969,2144,4,2,8,0,0,8,8,3,70,3200,2950,2950,15580,5019.00,779.88,6194.96,529.93,187.09,82.34,654.09,1645
2,3122,1708,4,2,7,1,0,7,7,3,70,4745,3030,3030,12842,3789.01,869.18,5770.01,407.17,0.00,93.40,620.05,1380
4,4570,1192,2,1,5,0,-2,5,-2,-2,-2,1000,1000,400,3590,583.21,590.86,2415.94,160.99,0.00,163.10,666.91,991
2,7543,97,3,1,4,0,-2,4,-2,-2,-2,2100,2100,0,7925,0.00,1287.90,6637.10,0.00,0.00,128.71,663.29,792
2,6923,455,3,1,6,1,-2,6,-2,-2,-2,1728,1152,384,3757,71.27,805.61,2469.88,10.59,0.00,119.65,366.83,558
2,4779,1269,5,2,8,1,0,8,8,3,72,2740,2340,2340,8037,2360.04,857.97,4818.99,201.74,0.00,73.34,411.93,687
2,1130,4198,2,1,5,0,0,5,-2,-2,-2,1804,1404,0,2083,0.00,460.29,1622.71,0.00,0.00,98.78,348.23,447
5,6688,475,1,1,3,-2,-2,3,-2,-2,-2,533,533,355,6920,232.58,323.52,1883.03,38.75,264.31,53.90,313.75,1153
2,6924,505,3,2,8,1,0,8,-2,-2,-2,3456,3056,576,6548,74.89,919.12,5554.00,11.91,0.00,146.12,882.97,1041
2,4369,1716,3,1,6,1,-2,5,5,3,72,2376,990,990,6746,1227.83,1555.34,3962.83,109.93,0.00,139.26,354.81,604
5,4679,1127,3,1,6,-2,-2,6,-2,-2,-2,561,561,374,7250,1840.29,776.97,3595.81,315.77,0.00,133.32,616.99,1244
5,6491,969,2,1,4,-2,-2,4,-2,-2,-2,739,739,185,2943,184.05,643.48,1688.58,21.95,0.00,76.75,201.39,351
2,4583,1203,4,3,8,1,0,8,8,3,72,2825,2425,2425,12942,2219.53,2508.18,7663.66,362.72,0.00,409.89,1252.41,2115
2,3633,1509,4,2,7,0,0,7,7,2,75,3168,2768,2768,8505,1806.59,928.03,3951.66,205.19,0.00,105.41,448.83,966
2,1676,2542,4,2,8,0,0,8,8,3,72,2400,2000,2000,28641,5954.53,1961.55,15155.25,675.48,453.97,222.52,1719.19,3249
3,4150,1543,3,2,8,1,-2,8,-2,-2,-2,1549,1549,0,5132,0.00,1659.92,3472.08,0.00,0.00,219.62,459.38,679
3,4832,1133,3,1,6,1,0,6,-2,-2,-2,1475,955,159,5830,621.52,1142.30,4066.19,72.07,0.00,132.45,471.48,676
3,5398,878,2,1,8,0,-2,8,-2,-2,-2,1088,1088,136,3866,282.72,543.18,3040.09,32.94,0.00,63.29,354.25,450
2,5103,922,3,1,9,1,-2,9,9,2,75,4576,3432,3432,14871,2606.43,2807.61,9456.96,218.21,0.00,235.05,791.74,1245
5,6174,681,1,1,4,-2,-2,4,-2,-2,-2,425,425,0,1164,0.00,98.73,170.89,0.00,192.86,21.29,36.85,251
3,5021,1356,3,1,5,1,0,5,4,3,65,1483,1233,1039,9364,998.28,1158.27,7207.45,102.45,0.00,118.87,739.68,961
2,4728,286,3,2,8,0,0,8,8,1,-2,3650,3250,3250,12134,537.46,2368.13,9228.41,55.41,0.00,244.15,951.44,1251
2,5395,879,3,1,5,1,0,5,-2,-2,-2,2530,2130,567,8781,410.44,1180.04,6763.31,42.11,0.00,121.08,693.97,901
2,5370,827,2,1,7,0,0,7,7,1,-2,2622,2372,2372,4236,373.87,852.84,3009.29,66.19,0.00,151.00,532.81,750
2,5406,793,4,2,9,1,-2,9,-2,-2,-2,3588,3588,1362,22191,1272.58,3642.61,17275.81,263.62,0.00,754.59,3578.79,4597
3,7142,408,3,1,6,1,-2,6,-2,-2,-2,2576,1216,0,7516,0.00,339.45,4716.79,0.00,319.74,44.13,613.13,977
2,1671,2551,4,2,9,0,0,9,9,2,70,2805,2405,2405,23915,5885.37,1626.57,10448.43,678.98,501.68,187.65,1205.40,2759
2,5066,1380,3,2,6,1,0,6,-2,-2,-2,2660,1824,0,10939,0.00,1329.86,9609.14,0.00,0.00,123.29,890.83,1014
2,4429,1033,4,3,10,1,0,8,8,3,71,7602,3798,4310,31675,7006.95,3799.47,18646.72,610.11,0.00,330.83,1623.60,2758
2,8575,563,3,2,8,1,0,7,5,3,75,3104,2208,1532,25250,376.36,1477.83,13292.96,38.67,370.21,151.82,1365.62,2594
2,4707,1240,3,2,7,1,-2,7,7,3,74,2975,1775,1775,15808,2725.47,1453.78,11628.75,278.62,0.00,148.62,1188.77,1616
4,1546,3023,1,1,3,0,-2,2,-2,-2,-2,919,613,0,4493,0.00,1045.85,1602.49,0.00,0.00,103.35,158.36,444
2,9048,381,4,1,8,1,-2,8,-2,-2,-2,3207,2030,0,26064,0.00,2035.75,17276.23,0.00,668.62,201.59,1710.79,2581
4,6942,497,-2,1,1,0,-2,1,-2,-2,-2,389,389,0,999,0.00,434.49,564.51,0.00,0.00,120.91,157.09,278
5,6781,554,1,1,3,-2,-2,3,-2,-2,-2,1200,1200,0,3098,0.00,526.59,2571.41,0.00,0.00,75.13,366.87,442
2,6269,468,3,1,7,1,0,7,7,1,-2,4150,3050,3050,6928,897.95,1823.18,4206.87,146.46,0.00,297.37,686.17,1130
5,2556,183,2,1,5,-2,-2,5,-2,-2,-2,1012,1012,0,5776,0.00,553.95,2090.47,0.00,197.13,67.71,255.52,706
5,6496,590,1,1,2,-2,-2,2,-2,-2,-2,650,650,0,3680,0.00,1518.75,2161.26,0.00,0.00,248.45,353.55,602
2,1343,3208,3,1,5,0,0,5,5,3,75,1300,900,900,9372,2938.01,1397.81,5036.18,457.35,0.00,217.59,783.97,1459
2,8119,589,4,2,7,0,0,7,7,1,-2,4915,4265,4265,7436,560.65,2128.82,4304.05,66.35,0.00,251.93,509.36,880
2,3149,1707,3,2,5,0,-2,4,4,3,76,1232,986,986,13706,1616.60,970.05,6769.02,198.74,187.05,119.26,832.18,1685
2,3702,1246,5,3,10,0,0,10,10,2,71,4536,4136,4136,13630,3402.46,2359.49,7509.92,401.90,0.00,278.71,887.09,1610
2,2171,2480,4,2,8,0,0,8,8,3,76,3002,2602,2602,13183,4326.33,1220.27,3806.45,535.58,333.45,151.07,471.22,1632
5,3171,1277,1,1,2,-2,-2,2,2,3,74,651,651,651,2995,346.44,531.71,994.03,43.84,0.00,67.28,125.79,379
2,6207,611,3,2,7,0,0,7,-2,-2,-2,2250,1850,793,6517,156.20,750.69,5610.11,21.40,0.00,102.86,768.73,893
2,1002,3154,3,1,8,0,-2,6,7,2,76,1978,1484,1731,24779,7675.91,1269.97,10156.62,1199.14,558.66,198.40,1586.68,3871
2,8219,52,3,2,5,0,-2,5,-2,-2,-2,1546,1546,0,2961,0.00,683.21,2277.80,0.00,0.00,141.44,471.56,613
2,2993,1646,3,2,8,1,0,6,6,3,78,4485,1943,1943,7204,1843.49,1243.74,3877.24,180.92,0.00,122.06,380.51,707
2,6233,949,4,2,10,1,0,6,-2,-2,-2,6227,4220,804,15736,350.72,1729.92,13655.35,37.33,0.00,184.14,1453.53,1675
2,6098,1039,3,2,5,1,0,5,5,3,80,3392,2232,2232,5529,1058.17,889.27,3581.56,111.58,0.00,93.77,377.65,583
5,4902,1057,4,4,10,-2,-2,10,-2,-2,-2,1286,1286,1157,7565,1429.93,1399.17,4735.90,245.35,0.00,240.07,812.58,1298
2,1414,2663,3,2,7,0,0,7,7,3,74,2583,2183,2183,17683,6233.47,1900.28,9549.25,985.62,0.00,300.47,1509.91,2796
2,3612,1349,4,3,10,1,0,5,5,3,75,5878,1825,1825,16459,2378.34,2349.67,11730.99,258.51,0.00,255.40,1275.09,1789
2,1798,2440,3,2,6,0,-2,6,6,3,72,2070,2070,2070,15512,4512.81,942.18,6055.98,539.95,221.31,112.73,724.59,1856
2,1282,846,3,2,5,0,0,3,-2,-2,-2,2349,1169,0,7059,0.00,2211.53,4847.47,0.00,0.00,368.12,806.88,1175
2,1630,950,3,2,6,0,0,4,4,1,-2,2442,1361,1361,5833,690.42,1490.32,3652.26,100.25,0.00,216.41,530.34,847
2,5115,1283,4,2,8,1,-2,8,8,2,72,4420,4131,3264,21420,2639.70,2433.82,15006.86,189.91,0.00,175.09,1079.63,1541
3,6428,654,2,2,5,1,0,5,4,1,-2,2896,2326,1925,7408,269.54,1087.74,6050.72,43.34,0.00,174.88,972.79,1191
2,6277,778,5,1,7,1,-2,6,-2,-2,-2,1883,1537,166,54338,234.83,3829.22,30216.20,10.55,425.13,172.09,1357.96,2442
2,3887,1365,3,2,6,0,0,6,6,3,72,2030,1780,1780,9620,1398.22,500.15,4104.71,125.58,144.59,44.92,368.66,864
2,4418,340,3,3,9,0,0,9,7,3,72,3333,2683,2087,19836,1319.91,1091.64,17424.45,132.95,0.00,109.96,1755.10,1998
2,2840,1850,2,1,4,0,-2,4,-2,-2,-2,938,938,469,19764,3405.34,1805.68,8117.56,381.47,291.49,202.28,909.35,2214
4,2417,1562,3,1,4,0,-2,4,4,2,70,1134,1134,1134,8713,1253.37,1536.91,5606.95,130.47,0.00,159.99,583.67,907
2,179,4214,3,2,5,0,-2,5,5,2,70,2170,2170,2170,11485,5586.95,770.18,3029.31,677.15,189.11,93.35,367.16,1392
1,564,3451,3,1,5,-2,-2,5,5,3,79,864,864,864,4901,1682.84,494.61,1783.96,221.82,110.91,65.19,235.14,646
2,1989,2664,3,2,6,0,-2,6,6,3,70,1188,1188,1188,19503,3522.68,1013.86,8219.08,436.20,532.25,125.54,1017.75,2415
2,6110,1015,4,2,7,0,0,7,-2,-2,-2,1762,1362,0,6455,0.00,1337.56,5117.44,0.00,0.00,164.94,631.06,796
2,5319,795,2,1,5,1,-2,5,-2,-2,-2,2536,1268,254,5341,121.46,555.71,4663.83,29.70,0.00,135.89,1140.42,1306
2,4403,1341,3,1,5,1,-2,5,-2,-2,-2,1932,1312,525,14074,1949.12,1144.25,10980.63,244.85,0.00,143.74,1379.41,1768
2,4364,1292,5,3,9,0,0,9,9,3,73,4550,4150,4150,15613,3622.17,1279.29,10711.54,410.17,0.00,144.86,1212.95,1768
5,6227,868,1,1,2,-2,-2,2,-2,-2,-2,625,625,312,2966,159.12,1246.18,1560.70,13.52,0.00,105.88,132.60,252
5,2457,531,1,1,3,-2,-2,3,-2,-2,-2,586,586,0,3485,0.00,876.51,1759.73,0.00,0.00,101.36,203.49,403
2,1227,825,2,1,4,0,0,4,-2,-2,-2,1793,1393,348,5562,280.32,546.24,4735.44,44.10,0.00,85.93,744.97,875
2,5022,1400,1,1,4,0,-2,4,-2,-2,-2,704,704,528,3224,246.31,477.56,2291.06,29.11,0.00,56.44,270.75,381
2,5876,737,2,1,4,1,0,3,-2,-2,-2,1964,688,0,12433,0.00,1155.77,4652.69,0.00,380.96,195.49,786.99,2103
2,3943,1366,3,1,6,1,0,6,6,3,72,3828,1717,1717,15006,2200.06,864.68,6667.27,193.38,198.54,76.00,586.04,1319
2,2427,2465,4,2,8,0,0,8,8,3,70,2594,2194,2194,20484,5780.90,2250.03,12453.06,715.70,0.00,278.56,1541.74,2536
5,10,4286,-2,1,1,-2,-2,-2,-2,-2,-2,266,0,266,4843,1227.86,438.53,1149.05,297.14,490.67,106.12,278.07,1172
4,4693,1153,3,1,7,0,-2,7,-2,-2,-2,1795,1795,513,7640,647.71,1150.66,5841.63,111.15,0.00,197.45,1002.41,1311
2,2550,911,2,1,4,0,0,4,-2,-2,-2,1410,1010,253,3428,108.84,596.49,2722.67,12.57,0.00,68.91,314.52,396
1,634,3219,2,2,6,-2,-2,6,6,3,68,1560,1560,1560,15153,5663.45,440.11,5906.21,735.54,291.56,57.16,767.07,1968
2,2306,444,4,2,6,0,0,6,-2,-2,-2,1972,1572,0,5398,0.00,1474.41,2802.30,0.00,0.00,217.69,413.75,797
2,5420,767,8,3,14,1,-2,14,-2,-2,-2,5904,4428,2319,4879,159.49,722.68,3833.83,39.49,0.00,178.93,949.23,1208
2,626,3412,3,1,5,0,-2,5,-2,-2,-2,912,912,365,12806,3160.91,641.52,5540.76,423.81,309.52,86.01,742.89,1717
2,5450,931,5,3,9,1,0,9,-2,-2,-2,3974,2983,0,19639,0.00,863.34,14929.68,0.00,249.04,65.77,1137.27,1496
2,558,3466,4,1,8,0,0,8,8,2,78,2152,1752,1752,14152,4363.90,951.38,5484.51,585.57,357.11,127.66,735.95,1899
2,3390,1646,3,1,7,0,-2,3,-2,-2,-2,2362,1012,675,8758,1539.20,950.57,4325.99,160.81,118.44,99.31,451.96,915
2,6970,662,5,2,10,1,-2,10,-2,-2,-2,3782,2671,534,18259,441.02,1451.08,11079.97,53.67,643.38,176.59,1348.36,2222
2,6351,406,3,2,6,0,-2,6,-2,-2,-2,1581,1581,0,4019,0.00,838.50,3180.50,0.00,0.00,90.13,341.87,432
2,5817,733,3,1,6,0,0,5,-2,-2,-2,2250,1542,1542,15250,454.58,702.20,6983.21,52.73,362.25,81.46,810.05,1769
1,4225,1185,2,1,4,-2,-2,4,-2,-2,-2,696,696,348,21635,2040.06,2060.17,5276.98,169.45,454.74,171.12,438.31,1797
5,2533,486,1,1,3,-2,-2,1,-2,-2,-2,568,189,0,868,0.00,225.33,138.40,0.00,0.00,25.96,15.95,100
2,4894,987,3,1,7,1,-2,7,-2,-2,-2,2420,1666,0,2817,0.00,597.22,2219.78,0.00,0.00,148.19,550.81,699
2,5185,1265,3,1,5,1,0,4,4,2,75,2064,1142,826,6118,649.74,906.41,4561.85,76.57,0.00,106.82,537.61,721
2,6275,635,3,2,6,1,1,6,6,1,-2,4171,4171,3771,14856,1000.14,1361.11,12494.75,123.47,0.00,168.03,1542.50,1834
2,2735,1841,2,2,6,0,0,6,6,2,79,1728,1328,1328,7902,1110.23,734.97,3599.61,168.46,0.00,111.52,546.18,1199
2,3560,1843,3,2,6,0,0,6,6,3,72,2217,1817,1817,18333,4896.41,1389.11,8468.12,431.87,315.71,122.52,746.90,1617
2,691,4689,3,3,7,0,0,-2,6,3,70,4875,0,3622,54978,26371.19,5065.00,23541.82,3512.13,0.00,674.56,3135.31,7322
2,7821,688,4,3,10,1,0,10,10,3,70,8685,8035,8035,19133,3075.78,2377.16,13680.06,338.04,0.00,261.26,1503.49,2103
2,4797,1334,3,2,5,1,0,4,4,3,70,3936,1538,1538,7210,1446.18,688.30,3778.43,176.51,158.31,84.01,461.17,880
2,1302,3859,3,1,5,0,-2,2,-2,-2,-2,1789,715,715,15040,6036.50,1287.17,3004.59,767.01,293.47,163.55,381.77,1911
5,1517,1731,2,1,6,-2,-2,-2,-2,-2,-2,914,0,0,1034,0.00,141.15,892.85,0.00,0.00,15.97,101.03,117
5,5713,910,1,1,3,-2,-2,3,3,2,72,551,551,551,3483,332.59,993.65,2156.77,50.99,0.00,152.34,330.67,534
2,150,4228,3,2,5,0,0,5,5,3,70,1512,1112,1112,16529,4926.54,1170.22,7308.71,621.44,312.65,147.61,921.93,2085
2,5557,951,4,2,7,0,0,7,7,2,74,2632,2232,2232,14368,851.85,1171.40,9090.62,99.01,0.00,136.15,1056.61,1670
2,2934,2281,3,2,6,0,0,6,6,3,72,1888,1488,1488,23582,4826.48,2764.82,15990.70,419.57,0.00,240.35,1390.08,2050
2,1634,2452,4,4,9,0,-2,9,5,3,74,3011,3011,1673,22060,6101.65,1233.11,9296.40,746.80,395.00,150.92,1137.82,2700
2,4618,1376,3,1,6,0,0,6,6,1,-2,1837,1437,1437,7073,549.49,1818.62,3683.68,41.87,0.00,138.59,280.72,539
2,1471,2845,3,2,5,0,0,5,5,2,72,1650,1250,1250,14431,2404.15,743.56,7605.64,255.56,229.98,79.04,808.47,1534
4,1058,1272,2,1,5,0,-2,2,-2,-2,-2,1312,525,0,4988,0.00,986.12,2884.69,0.00,0.00,134.24,392.68,679
2,6882,448,4,2,8,1,0,8,8,3,79,6338,5688,5688,17369,1509.04,778.21,10832.37,198.35,0.00,102.29,1423.82,2283
2,1473,1656,3,2,5,0,0,3,3,1,-2,1964,938,938,5071,671.87,995.37,3403.76,87.71,0.00,129.93,444.32,662
2,6969,511,3,2,7,1,0,7,-2,-2,-2,3532,3132,0,7221,0.00,1235.70,5985.30,0.00,0.00,160.00,775.00,935
5,4807,1087,2,1,5,-2,-2,5,-2,-2,-2,561,561,224,4342,470.51,1243.03,2628.46,80.73,0.00,213.28,450.99,745
5,1167,3548,1,1,3,-2,-2,3,3,3,76,740,740,740,6897,1792.95,680.75,1664.95,295.58,262.74,112.23,274.47,1137
2,4927,98,4,2,10,0,0,7,-2,-2,-2,2432,1422,0,15472,0.00,1123.25,7856.89,0.00,315.14,110.06,769.85,1516
2,1820,2390,2,2,3,0,-2,3,3,1,-2,924,924,924,13257,1256.42,1193.89,4062.67,134.20,437.58,127.52,433.94,1416
5,3962,1536,1,1,4,-2,-2,4,4,2,72,756,756,756,4564,319.77,396.95,1791.59,31.53,73.38,39.14,176.65,450
3,1717,832,3,2,6,0,0,-2,-2,-2,-2,2290,0,0,1355,0.00,231.50,1123.50,0.00,0.00,14.52,70.48,85
5,5372,825,1,1,3,-2,-2,3,-2,-2,-2,344,344,0,885,0.00,116.72,155.46,0.00,100.70,48.39,64.46,367
2,2869,1679,3,2,7,0,0,7,7,3,72,2336,1936,1936,21718,3067.33,1065.20,9881.47,306.06,448.41,106.29,985.96,2167
2,6351,897,5,2,9,1,-2,9,-2,-2,-2,3456,3456,0,25348,0.00,1378.07,23969.93,0.00,0.00,90.41,1572.59,1663
2,5235,955,3,2,5,0,0,5,5,1,-2,1972,1572,1572,14926,437.98,843.04,7423.39,38.24,206.22,73.60,648.04,1303
2,11353,2,4,2,8,0,0,8,-2,-2,-2,1919,1669,0,7489,0.00,898.71,6590.29,0.00,0.00,141.37,1036.64,1178
4,1027,3764,2,1,4,0,-2,1,-2,-2,-2,667,167,334,12281,5555.10,1030.88,2314.24,688.00,232.88,127.67,286.62,1521
5,5742,1107,2,1,5,-2,-2,5,-2,-2,-2,892,892,357,4523,331.29,1054.62,3137.09,43.58,0.00,138.74,412.68,595
1,3635,1380,2,2,4,-2,-2,4,-2,-2,-2,924,924,924,14038,1083.86,969.24,5062.86,90.26,318.70,80.71,421.60,1169
2,6174,681,3,2,8,1,-2,8,-2,-2,-2,2277,2277,0,21827,0.00,809.40,10513.56,0.00,683.47,114.99,1493.68,3101
2,757,4438,4,2,11,0,-2,7,9,3,74,2216,1410,1813,29526,6774.49,2750.73,13006.95,726.87,650.72,295.14,1395.58,3168
5,5864,870,1,1,3,-2,-2,3,3,2,78,749,749,749,9540,428.19,941.19,2644.76,46.36,199.72,101.91,286.38,1033
2,2469,2579,3,3,8,0,0,8,8,3,74,3364,2964,2964,36586,9455.43,2765.40,24365.16,1170.75,0.00,342.41,3016.84,4530
2,6026,588,2,1,6,1,-2,5,5,1,-2,2496,1040,1040,10720,241.93,2249.55,7609.33,38.25,0.00,355.69,1203.16,1695
2,6176,718,3,2,6,0,0,6,6,1,-2,2150,1750,1750,7309,250.36,728.12,4775.57,32.51,201.90,94.54,620.06,949
2,6092,631,4,2,6,1,-2,6,-2,-2,-2,2745,1705,1137,6361,349.00,591.20,3902.22,57.77,251.39,97.87,645.97,1053
5,2791,1866,2,1,5,-2,-2,1,5,3,80,672,134,672,11926,1337.88,1020.16,3193.51,147.18,429.73,112.23,351.32,1312
1,679,4682,3,2,7,-2,-2,2,6,3,80,1296,370,1111,15500,4472.43,1186.94,5635.14,623.25,407.27,165.41,785.28,2160
2,5186,167,3,2,8,0,0,8,8,3,74,1836,1436,1436,11632,304.07,1249.96,7496.94,29.38,249.41,120.78,724.43,1124
2,438,3514,4,3,8,0,0,8,8,2,74,5346,4696,4696,26437,10984.19,1141.54,11993.23,1348.67,201.62,140.16,1472.56,3246
3,4137,1350,2,1,4,0,0,4,-2,-2,-2,1376,1126,0,2806,0.00,753.59,2052.41,0.00,0.00,82.72,225.28,308
2,6634,574,3,2,6,1,0,6,6,1,-2,2974,1850,1850,4500,212.24,664.00,3228.37,35.33,0.00,110.52,537.34,749
5,5661,752,2,1,4,-2,-2,4,-2,-2,-2,736,736,184,2798,135.72,1652.20,1010.09,26.39,0.00,321.23,196.39,544
2,1254,2708,1,1,5,0,-2,5,-2,-2,-2,880,880,528,8562,1749.74,1160.84,4557.47,256.06,0.00,169.88,666.96,1253
4,2790,1097,2,2,5,0,-2,1,-2,-2,-2,766,153,0,8220,0.00,827.24,3066.47,0.00,223.30,121.97,452.14,1212
2,1671,1447,4,2,7,0,-2,7,7,2,60,2431,2431,2431,42885,7112.24,4287.64,19856.24,1045.98,870.40,630.57,2920.21,6307
2,4786,1409,3,2,6,1,0,6,6,3,70,2948,2548,2548,9664,1560.86,1077.80,5115.97,125.49,153.51,86.65,411.31,777
2,3393,1645,2,1,4,0,-2,4,-2,-2,-2,594,594,297,7799,1112.27,819.39,4263.52,141.62,204.20,104.33,542.85,993
2,5932,780,3,2,6,1,0,5,6,1,-2,2265,1209,1451,6896,158.91,1601.01,4688.24,32.91,0.00,331.53,970.82,1428
1,602,3323,3,2,8,-2,-2,8,8,3,80,2448,2448,2448,14854,6737.10,474.49,5403.93,882.62,149.76,62.16,707.96,1946
4,4584,1239,2,1,5,1,-2,5,-2,-2,-2,3120,3120,624,8147,425.17,1561.68,6160.15,72.96,0.00,267.98,1057.06,1398
2,2233,2128,3,1,6,0,-2,6,6,1,-2,1624,1624,1624,6704,921.28,590.46,4966.92,144.28,0.00,92.47,777.86,1050
5,6568,540,2,1,4,-2,-2,4,-2,-2,-2,1037,1037,259,4119,80.71,864.76,3173.53,13.21,0.00,141.50,519.29,674
2,1788,2764,4,2,7,0,-2,7,7,3,72,1588,1588,1588,12385,3238.26,858.17,4461.99,401.09,246.74,106.29,552.66,1534
5,467,3655,1,1,4,-2,-2,4,4,2,78,446,446,446,10388,1881.02,1203.73,4284.35,233.05,232.72,149.13,530.80,1287
5,4377,353,2,2,5,-2,-2,3,-2,-2,-2,1348,809,270,9933,175.25,521.96,4359.94,18.42,237.95,54.86,458.25,1044
2,7440,293,2,1,3,1,-2,3,-2,-2,-2,1968,1230,0,5223,0.00,649.97,4573.03,0.00,0.00,134.40,945.60,1080
5,1215,3436,1,1,3,-2,-2,3,3,1,-2,740,740,740,8768,1166.84,1057.60,2983.43,144.53,216.86,130.99,369.53,1086
2,6614,546,2,1,5,1,0,5,5,3,76,3692,1732,1732,5879,349.95,390.70,4748.31,42.74,0.00,47.72,579.91,718
2,2385,2106,4,2,8,0,-2,8,8,3,75,2776,2776,2776,22517,6870.48,1062.00,8155.77,789.36,459.66,122.02,937.02,2587
2,1544,3067,3,2,8,0,-2,8,8,3,70,2273,2273,2273,29631,9858.41,2648.91,11096.51,1220.70,465.68,328.00,1374.00,3669
2,2408,176,3,2,6,0,0,6,-2,-2,-2,2289,1889,0,3773,0.00,827.10,2945.90,0.00,0.00,104.35,371.65,476
2,167,4179,3,2,8,0,-2,-2,8,3,75,1806,0,1806,13512,6285.35,1732.38,4276.47,783.81,151.86,216.04,533.29,1685
2,4899,986,2,1,5,1,0,5,-2,-2,-2,2853,2603,0,5016,0.00,1714.86,3301.14,0.00,0.00,423.93,816.07,1240
2,6607,781,4,2,7,1,-2,7,7,3,80,3061,3061,3061,11136,2441.84,2136.38,6557.78,217.74,0.00,190.50,584.76,993
2,2957,1750,4,3,8,0,0,8,8,3,72,1976,1576,1576,8727,1102.26,696.39,3652.90,124.79,179.74,78.84,413.55,988
2,3212,1574,4,2,8,0,0,8,8,3,72,3286,2886,2886,26671,3978.87,1701.10,14515.33,409.96,385.16,175.27,1495.56,2748
5,6668,578,2,1,4,-2,-2,4,4,3,75,1040,1040,1040,3389,448.31,1001.02,1939.67,51.99,0.00,116.08,224.93,393
4,5686,723,2,1,4,0,-2,4,-2,-2,-2,966,966,242,3612,245.76,759.82,2606.42,37.01,0.00,114.43,392.51,544
2,6505,413,4,2,11,1,0,11,11,2,72,5178,3998,3998,14013,1825.52,995.07,11192.41,329.85,0.00,179.80,2022.35,2532
2,7905,407,3,3,7,1,0,7,7,3,70,6371,5721,5721,10087,1194.26,1747.27,7145.47,156.64,0.00,229.17,937.19,1323
2,498,3376,3,3,6,0,0,6,6,3,66,3455,2805,2805,13668,6277.84,1490.30,5115.55,743.62,0.00,176.53,605.95,1619
2,6503,626,2,1,3,0,-2,3,3,2,65,1075,1075,1075,8833,289.45,1146.50,3721.44,36.05,457.74,142.78,463.44,1100
2,7067,347,3,3,7,1,1,7,4,1,-2,4001,4001,866,6845,94.08,1709.12,5041.81,8.48,0.00,154.06,454.46,617
2,5665,789,3,2,6,1,-2,6,-2,-2,-2,2400,1200,400,5664,163.26,1265.81,4234.93,33.24,0.00,257.68,862.09,1153
