TYPEHUQ,HDD30YR,CDD30YR,BEDROOMS,NCOMBATH,TOTROOMS,CELLAR,GARGHEAT,HEATROOM,ACROOMS,USECENAC,TEMPNITEAC,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,KWHCOL,KWHRFG,KWHOTH,DOLELCOL,DOLELWTH,DOLELRFG,DOLELOTH,DOLLAREL
2,726,3906,3,2,6,0,0,6,6,2,80,1800,950,950,18636,3768.17,1823.27,8175.27,466.67,429.27,225.81,1012.48,2308
2,1460,1936,3,1,6,0,0,6,6,1,-2,1803,1403,1403,8020,932.46,1393.06,5694.48,110.80,0.00,165.53,676.66,953
2,5641,776,4,1,8,1,0,8,-2,-2,-2,2496,1664,416,6739,102.84,692.30,2587.61,16.59,247.20,111.67,417.38,1087
5,5804,1020,-2,0,1,-2,-2,1,-2,-2,-2,100,100,0,1297,0.00,528.46,768.54,0.00,0.00,59.49,86.51,146
2,4045,1681,3,1,6,0,0,6,-2,-2,-2,1055,805,134,7117,298.61,351.16,5127.86,23.29,0.00,27.38,399.88,555
2,4347,1085,2,2,4,0,-2,4,4,3,68,1372,1372,1372,16365,1426.91,881.80,8089.14,150.15,265.70,92.79,851.18,1722
2,6570,519,7,3,14,1,-2,12,12,3,68,6768,5055,5055,30724,2912.92,4162.53,17512.38,448.16,0.00,640.42,2694.34,4727
2,5268,913,3,2,8,1,0,8,8,2,72,4512,2278,2278,12910,1134.66,2695.69,9079.65,108.63,0.00,258.08,869.28,1236
4,4903,1288,1,1,3,0,-2,3,-2,-2,-2,568,568,189,5799,479.46,717.92,990.09,56.55,140.17,84.68,116.78,684
2,4331,1731,2,1,6,1,-2,6,-2,-2,-2,2496,1279,447,7947,1550.48,503.46,5494.36,133.26,0.00,43.27,472.21,683
2,1060,1774,3,2,7,0,-2,7,7,1,-2,1719,1719,1719,6145,846.33,730.92,3318.98,152.88,0.00,132.03,599.52,1110
5,435,3046,1,1,3,-2,-2,3,3,3,75,756,756,756,11274,2840.84,1162.34,3317.50,351.77,321.51,143.93,410.79,1396
3,6420,696,2,1,4,1,-2,4,4,3,72,1496,1010,1010,5497,526.15,884.56,4086.28,69.01,0.00,116.02,535.97,721
2,2454,1925,3,2,6,0,0,5,5,1,-2,1860,1008,1658,6833,1122.10,1935.37,3775.53,142.38,0.00,245.57,479.06,867
2,7441,430,2,1,5,1,0,5,5,3,70,2626,1192,1192,4327,243.82,864.91,3218.28,29.08,0.00,103.14,383.78,516
5,447,3699,2,2,4,-2,-2,4,4,3,77,1596,1596,1596,15591,6660.65,979.45,4667.54,979.17,317.76,143.99,686.17,2292
3,4937,1169,3,2,6,1,-2,6,6,1,-2,1386,924,924,5698,250.22,737.22,4710.56,42.95,0.00,126.54,808.52,978
2,2263,1493,1,1,3,0,-2,3,-2,-2,-2,720,720,480,3421,761.88,364.76,1655.20,69.49,58.29,33.27,150.96,312
2,5505,861,3,2,9,1,-2,9,9,2,72,3000,2000,2000,7466,902.98,560.47,6002.55,96.03,0.00,59.61,638.36,794
2,5064,1309,2,2,4,1,1,4,4,3,72,5440,4549,3008,31501,5018.40,2631.93,15867.54,354.94,0.00,186.15,1122.28,2228
2,7262,975,2,1,5,1,-2,5,5,2,74,2184,2184,2184,7006,998.75,1592.47,4414.79,122.88,0.00,195.93,543.18,862
3,6200,808,2,1,4,1,-2,4,4,1,-2,1750,875,875,9140,129.53,769.72,5924.04,12.32,220.27,73.18,563.24,869
2,3408,1687,4,2,7,0,0,7,7,3,71,3016,2616,2616,30010,6114.11,3607.04,20288.85,600.00,0.00,353.97,1991.03,2945
3,4830,801,4,2,7,0,0,7,7,2,68,2090,1840,1840,18136,1193.01,1100.62,8301.34,115.18,304.40,106.26,801.48,1751
3,5519,1235,3,3,7,1,0,7,7,2,70,3795,2113,2113,14948,2651.63,1817.14,9614.73,211.80,0.00,145.15,768.00,1194
2,6051,1140,2,2,4,1,-2,4,4,1,-2,1957,1957,1957,8602,667.38,2137.37,5211.61,68.74,0.00,220.15,536.79,886
1,5188,728,2,2,4,-2,-2,4,4,1,-2,670,670,670,22432,302.91,2554.54,7861.65,19.49,413.42,164.33,505.72,1443
1,2745,2093,3,2,6,-2,-2,6,6,1,-2,1431,1431,1431,12079,1311.27,874.98,5852.97,160.67,289.51,107.21,717.15,1480
2,3927,1202,5,3,9,0,0,9,9,3,69,5720,5320,5320,19187,6799.81,2608.23,9778.96,608.15,0.00,233.27,874.59,1716
5,6185,678,2,2,5,-2,-2,4,-2,-2,-2,1847,1478,369,1766,60.56,218.99,1175.95,20.16,0.00,72.92,391.54,588
5,6383,832,1,1,2,-2,-2,2,-2,-2,-2,799,799,799,2710,249.94,1309.42,1150.64,38.37,0.00,201.00,176.63,416
2,2546,2577,3,2,6,0,0,6,6,3,78,1991,1591,1591,17059,4977.31,1413.02,10668.67,616.22,0.00,174.94,1320.84,2112
3,203,4104,3,2,5,0,-2,-2,5,3,75,1241,0,1241,17842,8039.76,1895.33,3822.13,995.85,505.96,234.77,473.43,2210
5,2141,3250,2,2,4,-2,-2,4,4,1,-2,945,945,945,3644,610.24,323.09,1795.78,32.66,48.96,17.29,96.10,195
2,175,4100,4,2,9,0,-2,9,9,3,73,2208,2208,2208,25160,8422.93,1516.49,11417.93,1059.56,402.44,190.77,1436.32,3165
2,381,3408,4,2,8,0,0,8,8,3,78,3514,3114,3114,22268,9208.08,2294.22,8319.51,1162.79,243.03,289.71,1050.59,2812
2,7418,727,4,2,13,1,0,13,10,1,-2,4116,3716,2837,12946,652.23,2686.82,8815.36,69.53,0.00,286.41,939.69,1380
4,2449,2324,2,1,4,0,-2,4,4,3,68,675,675,675,6796,2327.46,1294.33,3174.21,355.83,0.00,197.88,485.29,1039
5,4030,1511,1,1,2,-2,-2,2,2,1,-2,591,591,591,3882,127.87,531.09,1209.15,12.98,75.80,53.90,122.72,394
2,5342,835,3,2,8,0,0,8,8,3,76,2433,2033,2033,29209,1796.69,4687.56,11709.18,138.83,360.85,362.21,904.78,2257
2,3828,1384,2,1,4,0,-2,4,-2,-2,-2,864,864,0,12504,0.00,887.96,8311.07,0.00,250.92,77.97,729.81,1098
4,4639,1140,2,1,4,0,-2,4,-2,-2,-2,721,721,180,4191,198.51,1048.89,2943.61,32.40,0.00,171.19,480.42,684
2,4059,1488,3,2,6,0,0,6,6,3,76,2400,2000,2000,14523,3168.75,1324.48,6972.90,306.99,296.15,128.32,675.54,1407
5,6004,854,1,1,3,-2,-2,3,-2,-2,-2,600,600,200,7864,149.87,653.18,1405.19,14.24,182.76,62.05,133.48,747
4,6381,823,2,1,5,1,-2,5,-2,-2,-2,1437,1437,575,2606,146.34,735.47,1724.18,23.08,0.00,115.99,271.93,411
2,4428,351,3,2,10,1,-2,10,10,1,-2,2800,2800,2800,7130,406.40,572.09,4498.26,40.81,166.02,57.45,451.72,716
2,2341,2561,3,2,8,0,0,8,8,3,78,1968,1568,1568,7150,2610.76,1199.97,3339.27,423.20,0.00,194.51,541.29,1159
2,7412,342,2,1,4,0,-2,4,-2,-2,-2,605,605,303,4840,77.60,852.12,2609.22,13.24,222.04,145.42,445.29,826
2,4732,1518,2,1,7,1,-2,6,6,3,70,2615,1625,1625,9907,2439.69,1772.83,5694.48,233.45,0.00,169.64,544.90,948
1,1262,1081,2,2,5,-2,-2,5,5,1,-2,1334,1334,1334,3906,389.09,545.65,2971.26,57.28,0.00,80.33,437.40,575
3,6350,673,2,1,4,1,0,4,4,1,-2,1232,874,874,4513,158.96,1199.87,3154.17,9.86,0.00,74.44,195.69,280
2,7242,158,6,3,13,0,-2,12,-2,-2,-2,4320,3988,0,15685,0.00,1195.05,9598.76,0.00,0.00,119.47,959.57,1568
2,1566,2770,3,2,6,0,0,6,6,3,78,2200,1800,1800,11289,5194.69,1271.90,4822.41,643.30,0.00,157.51,597.20,1398
5,5778,699,1,1,4,-2,-2,4,-2,-2,-2,731,731,0,3296,0.00,847.27,2448.73,0.00,0.00,98.20,283.80,382
5,2707,166,2,1,4,-2,-2,4,-2,-2,-2,886,886,0,3044,0.00,554.69,2489.31,0.00,0.00,46.29,207.72,254
2,5434,888,3,1,6,0,-2,6,6,3,72,1012,1012,1012,21438,1101.52,1725.25,10101.37,120.49,385.92,188.72,1104.94,2345
1,4884,784,3,2,5,-2,-2,5,5,3,73,910,910,910,17149,983.50,1333.72,6510.78,94.91,277.13,128.71,628.34,1655
2,3692,1420,3,2,5,0,0,5,5,3,72,2100,1850,1850,13398,2312.89,994.78,6670.15,246.70,322.39,106.11,711.46,1429
2,2829,1956,2,1,4,0,-2,4,4,1,-2,1161,1161,1161,3172,559.71,940.58,1671.71,84.52,0.00,142.04,252.44,479
1,1260,738,2,1,3,-2,-2,-2,-2,-2,-2,216,0,0,7658,0.00,975.48,3056.99,0.00,534.50,143.81,450.69,1129
2,154,4181,3,2,6,0,0,6,6,2,75,988,738,738,21861,4637.13,1517.68,11072.24,578.87,437.52,189.46,1382.19,2729
2,1677,2800,3,2,7,0,-2,7,7,3,73,2400,2400,2400,21355,6227.14,1275.31,11738.22,570.08,0.00,116.75,1074.61,1955
2,1031,2623,3,2,4,0,0,4,4,1,-2,2002,1602,1602,17421,2634.82,1759.38,7008.16,298.41,398.51,199.26,793.70,1973
2,2510,492,3,1,4,0,0,4,-2,-2,-2,1516,1116,0,5123,0.00,774.48,4348.53,0.00,0.00,103.02,578.44,681
2,1340,2527,4,2,10,0,0,10,10,2,75,4120,3470,3470,19931,7335.01,1100.31,8165.02,1136.08,324.35,170.42,1264.63,3087
5,4675,146,2,1,5,-2,-2,4,-2,-2,-2,1004,803,0,12394,0.00,985.42,5074.57,0.00,280.43,97.40,501.56,1225
2,6048,994,3,1,6,0,-2,6,-2,-2,-2,1250,1250,208,13428,118.66,1407.98,5344.00,14.87,416.70,176.47,669.79,1683
2,4810,1259,3,2,6,1,0,6,6,3,79,4185,3785,3785,21559,4126.11,1366.19,8743.07,250.53,168.25,82.95,530.85,1309
2,2653,149,3,3,7,0,-2,7,-2,-2,-2,2414,2414,0,4964,0.00,966.99,3744.09,0.00,0.00,113.37,438.97,582
2,5048,56,3,1,5,1,-2,4,-2,-2,-2,1207,874,0,25292,0.00,1194.65,9091.06,0.00,686.85,111.28,846.85,2356
5,3584,1694,3,2,5,-2,-2,5,5,1,-2,1328,1328,1328,8641,674.77,496.05,3467.72,67.94,150.92,49.94,349.14,870
2,1650,1466,4,2,6,0,0,6,6,2,78,1723,1323,1323,20445,2494.12,1832.58,14929.34,350.60,0.00,257.61,2098.65,2874
2,3639,1498,4,2,9,0,0,9,9,3,77,3712,3312,3312,23536,6291.01,1840.35,15404.64,685.61,0.00,200.57,1678.83,2565
2,6408,896,2,2,7,1,0,3,7,3,72,4244,2745,1924,15039,1243.85,1427.79,11659.37,101.73,0.00,116.78,953.59,1230
2,8521,357,3,1,6,1,0,6,-2,-2,-2,3255,1737,0,8647,0.00,629.32,5870.83,0.00,290.29,85.10,793.83,1169
2,5557,854,3,2,6,0,0,6,6,3,72,1638,1238,1238,28349,1554.67,2876.88,13059.55,168.20,440.37,311.24,1412.88,3067
2,7806,447,4,1,8,1,0,8,8,1,-2,2739,2339,1669,19728,344.04,3226.68,15000.90,22.24,0.00,208.54,969.49,1275
2,7956,602,5,1,10,1,-2,10,5,1,-2,4968,4968,1656,8787,153.05,595.55,6175.20,16.29,198.26,63.37,657.09,935
5,3043,1699,1,1,2,-2,-2,2,2,3,77,666,666,666,8088,712.33,749.67,3125.69,80.06,153.32,84.26,351.29,909
2,8191,524,3,1,7,1,0,7,7,1,-2,2730,2080,2080,13196,274.34,1292.35,10916.22,27.55,0.00,129.76,1096.09,1325
2,1141,3267,3,3,9,1,-2,8,6,3,68,4496,2677,2008,17058,7292.96,894.04,8871.00,765.72,0.00,93.87,931.41,1791
2,2307,1464,3,2,7,0,0,7,7,1,-2,2245,1845,1845,3405,791.62,416.63,2196.76,71.37,0.00,37.56,198.06,307
2,2436,158,3,2,6,0,-2,6,-2,-2,-2,1400,1400,0,4885,0.00,921.43,3963.57,0.00,0.00,126.19,542.81,669
2,4046,1359,2,1,6,0,-2,6,6,1,-2,2518,2518,2518,14748,1196.11,1705.47,4482.27,185.40,557.60,264.35,694.77,2286
2,4923,1221,3,3,6,1,1,4,4,1,-2,2513,1664,1264,22172,794.71,3244.72,14177.54,65.27,269.14,266.49,1164.41,1821
2,3270,1727,3,2,7,0,-2,7,7,3,73,2118,2118,2118,10809,2371.64,1085.16,4281.90,220.51,106.67,100.90,398.12,1005
5,1645,368,2,1,3,-2,-2,-2,-2,-2,-2,615,0,0,1627,0.00,502.03,1124.97,0.00,0.00,66.03,147.97,214
3,2539,2584,3,2,6,0,-2,6,6,3,78,1494,1494,1494,21863,3910.15,1781.85,10449.59,484.14,390.86,220.62,1293.83,2707
1,880,3023,2,1,5,-2,-2,5,5,2,73,840,840,840,9445,1898.76,807.54,4064.24,257.12,252.49,109.35,550.36,1279
5,4603,1182,2,1,4,-2,-2,4,-2,-2,-2,934,934,467,2437,774.84,919.27,742.90,132.90,0.00,157.68,127.42,418
5,873,4551,2,1,4,-2,-2,4,4,3,72,797,797,797,12813,4292.22,1140.64,3646.82,460.61,200.98,122.41,391.35,1375
2,6052,711,3,3,7,1,1,7,7,3,72,4817,4817,4567,13345,4929.37,805.29,7610.35,917.91,0.00,149.95,1417.14,2485
2,6412,590,3,2,7,1,0,7,7,1,-2,4882,3945,3945,6466,455.96,656.79,5353.25,68.54,0.00,98.73,804.73,972
5,7118,362,1,1,4,-2,-2,4,-2,-2,-2,756,756,189,4040,75.31,1059.35,2905.34,12.92,0.00,181.72,498.37,693
4,4743,1137,1,1,5,1,-2,5,-2,-2,-2,1918,968,387,6698,1008.33,1343.46,4346.21,263.30,0.00,350.81,1134.90,1749
2,24,2469,4,1,8,0,-2,-2,-2,-2,-2,1890,0,709,12503,3684.28,1517.06,5913.97,789.72,297.45,325.18,1267.65,2680
5,6430,623,2,1,4,-2,-2,4,4,3,71,955,955,955,3604,283.01,608.78,2712.21,40.68,0.00,87.50,389.82,518
2,220,4037,6,4,11,0,0,11,11,3,74,4590,4190,4190,45182,17175.84,1225.09,19006.79,2260.74,904.29,161.25,2501.73,5947
2,2919,1382,2,1,4,1,-2,3,-2,-2,-2,1281,696,0,9435,0.00,811.51,6067.99,0.00,187.33,68.98,515.78,802
2,7538,298,2,1,4,1,-2,4,-2,-2,-2,2592,2592,324,11751,23.51,693.05,10542.34,3.57,0.00,105.28,1601.40,1785
2,5264,1284,3,2,6,1,0,5,5,3,76,5117,1661,1661,23984,2462.37,2367.68,17310.44,183.47,0.00,176.41,1289.77,1787
2,6316,847,4,3,8,1,-2,8,8,2,72,2496,2496,2496,5701,811.58,1909.26,2980.16,108.33,0.00,254.86,397.81,761
2,477,3629,2,1,6,0,0,6,6,3,80,2073,1673,1673,20731,5986.18,874.64,10203.67,790.61,337.03,115.52,1347.63,2738
2,4124,1603,4,2,7,1,-2,7,7,3,72,3720,2136,2136,29945,5028.88,1117.50,11492.44,365.60,431.14,81.24,835.50,2177
3,5224,1253,3,2,5,0,0,5,5,3,78,4000,3600,3600,18905,2183.19,619.16,10612.05,194.82,238.20,55.25,946.97,1687
2,4849,1244,6,3,8,0,1,8,8,1,-2,4640,4640,4640,29077,2622.28,2782.99,14855.22,210.13,314.01,223.01,1190.38,2330
2,1474,2716,4,3,8,0,1,6,8,3,70,2264,1798,2264,30186,7851.64,3472.18,12018.34,948.10,462.23,419.27,1451.23,3645
4,1025,1196,2,2,4,0,-2,-2,-2,-2,-2,816,0,204,7478,1392.53,1185.33,4900.14,148.60,0.00,126.49,522.91,798
2,4783,1449,3,2,11,1,-2,11,11,1,-2,2592,2592,2592,18927,1354.25,1024.01,11369.98,125.64,480.47,95.01,1054.88,1756
5,797,3152,-2,1,1,-2,-2,1,1,1,-2,454,454,454,3958,418.96,593.45,1112.31,61.50,151.00,87.11,163.28,581
2,7297,320,6,4,13,1,-2,13,-2,-2,-2,2517,1767,350,7632,117.99,1128.39,6385.62,18.35,0.00,175.50,993.15,1187
2,6074,901,4,2,8,1,0,8,8,1,-2,3373,2973,2168,9303,393.20,940.73,7477.55,47.51,0.00,113.66,903.45,1124
1,6532,610,2,1,5,-2,-2,5,-2,-2,-2,780,780,156,3480,87.52,942.10,2450.38,10.81,0.00,116.41,302.78,430
2,4668,1360,3,1,7,0,-2,5,-2,-2,-2,1080,772,0,14354,0.00,1967.23,8981.50,0.00,253.62,176.39,805.29,1287
2,3108,1741,3,2,6,0,-2,6,6,3,78,2215,2215,2215,15989,3182.02,1102.04,6741.42,342.90,217.41,118.76,726.47,1723
2,2892,1923,1,1,4,0,-2,2,-2,-2,-2,1365,683,683,11614,1017.01,1000.29,4486.04,126.62,313.82,124.54,558.53,1446
3,913,1410,2,2,4,0,0,-2,-2,-2,-2,1581,0,0,3789,0.00,1512.16,2276.84,0.00,0.00,95.39,143.62,239
5,4837,1077,-2,1,1,-2,-2,1,-2,-2,-2,318,318,0,3370,0.00,1300.37,2069.63,0.00,0.00,223.03,354.97,578
2,2847,1939,2,2,4,0,-2,4,-2,-2,-2,1411,1411,0,8360,0.00,1762.01,6597.99,0.00,0.00,216.25,809.75,1026
3,4502,1621,3,3,6,1,0,6,6,3,75,3323,2923,2923,9822,3638.56,975.12,5208.32,358.60,0.00,96.10,513.30,968
5,1566,1248,2,1,4,-2,-2,4,-2,-2,-2,564,564,141,5251,361.80,2476.89,2412.32,49.33,0.00,337.74,328.93,716
2,4370,1290,3,2,5,0,-2,5,5,1,-2,1238,1238,1238,13118,671.44,997.69,5764.68,87.83,263.88,130.51,754.09,1716
5,8844,573,3,2,5,-2,-2,5,-2,-2,-2,1415,1415,566,7004,94.19,775.03,3013.60,9.37,0.00,77.13,299.90,697
5,5687,754,1,1,3,-2,-2,3,-2,-2,-2,512,512,171,1204,38.06,207.27,247.03,7.62,0.00,41.49,49.45,241
2,6276,635,4,2,9,1,0,9,9,2,74,7696,3656,3656,17264,2257.00,2964.77,12042.22,275.07,0.00,361.32,1467.61,2104
2,631,3177,2,1,5,0,-2,5,5,3,70,750,750,750,10311,3168.69,736.51,3245.28,382.91,213.59,89.00,392.17,1246
5,79,4504,1,1,3,-2,-2,3,3,1,-2,612,612,612,5695,776.36,862.78,2177.94,99.52,189.02,110.59,279.17,730
4,5586,721,2,1,4,0,-2,4,-2,-2,-2,945,945,472,9959,402.78,941.62,3920.84,80.00,384.86,187.02,778.74,1978
2,2356,2611,3,2,6,0,0,6,6,1,-2,1760,1360,1360,8028,1590.86,879.31,5557.84,196.97,0.00,108.87,688.15,994
2,7991,477,4,2,10,1,0,10,10,1,-2,6034,4472,3560,19844,539.89,2482.43,15964.94,61.22,0.00,281.47,1810.18,2250
2,5851,855,2,1,6,1,-2,6,6,3,70,2251,1282,1282,10281,1244.50,2688.45,6348.05,134.85,0.00,291.31,687.85,1114
2,7570,289,5,1,8,1,-2,8,-2,-2,-2,3343,1980,0,11495,0.00,1274.89,7514.16,0.00,338.59,188.88,1113.23,1703
5,1600,2891,-2,1,1,-2,-2,1,-2,-2,-2,458,458,458,3115,274.41,381.08,845.77,28.45,94.63,39.52,87.70,323
5,6111,827,3,1,5,-2,-2,5,5,1,-2,871,871,871,9445,218.79,802.68,2766.28,19.97,221.05,73.26,252.47,862
5,1115,1215,2,2,3,-2,-2,3,2,3,71,822,822,548,4942,467.55,582.81,3016.92,64.05,0.00,79.84,413.29,677
2,8112,495,3,2,8,1,0,6,6,1,-2,2870,1419,1146,6232,143.42,599.83,5488.75,16.18,0.00,67.66,619.16,703
2,8355,498,3,2,8,0,0,8,5,2,76,2250,1850,1156,14291,511.43,2115.22,11664.35,58.73,0.00,242.89,1339.39,1641
2,4696,1486,4,2,9,1,0,8,8,3,72,4872,3403,3403,8970,2719.62,1228.25,5022.14,236.19,0.00,106.67,436.15,779
2,2255,2562,4,2,8,0,0,8,8,3,75,2440,2040,2040,21688,5873.29,2049.83,7931.39,652.38,303.59,227.69,880.98,2409
4,5654,754,1,1,4,1,-2,4,-2,-2,-2,1092,1092,0,2958,0.00,504.69,2453.31,0.00,0.00,89.75,436.26,526
2,2878,1854,3,2,5,0,-2,5,5,3,74,960,960,960,22534,2664.32,1145.57,11082.37,281.05,423.95,120.84,1169.02,2377
5,2238,1509,2,2,5,-2,-2,5,5,3,74,985,985,985,8997,1174.05,903.49,5082.82,122.53,0.00,94.30,530.48,939
2,7907,577,3,2,7,1,0,7,7,3,72,3309,2909,2909,15687,1453.36,2873.06,11360.59,95.33,0.00,188.46,745.21,1029
2,7573,627,2,1,4,0,-2,4,-2,-2,-2,957,957,239,19239,131.35,1737.02,11139.17,13.06,497.31,172.72,1107.61,1913
5,1664,1708,2,1,4,-2,-2,4,4,2,79,898,898,898,3239,964.56,667.75,1606.70,117.03,0.00,81.02,194.95,393
2,4695,1355,3,2,6,0,0,6,6,2,75,2094,1694,1694,6965,1099.04,520.85,3460.85,104.45,149.17,49.50,328.92,662
2,6157,685,2,1,5,1,-2,5,-2,-2,-2,1944,1296,518,8696,614.92,1278.16,6001.57,102.46,0.00,212.98,1000.03,1449
5,464,3663,1,1,3,-2,-2,3,3,2,73,1100,1100,1100,11481,3199.25,734.71,4810.23,463.68,265.72,106.49,697.17,1664
2,5488,1155,2,1,4,0,-2,4,1,3,77,825,825,206,5938,108.44,368.77,2407.71,10.63,91.72,36.14,235.99,582
2,6305,887,3,1,6,0,0,6,6,1,-2,2110,1710,1710,10842,578.25,2447.33,6975.71,66.40,0.00,281.03,801.03,1245
2,7284,327,1,1,4,1,-2,4,-2,-2,-2,4314,2168,1084,5192,57.14,401.92,3231.70,7.47,196.33,52.56,422.64,679
3,3908,1597,3,3,6,0,0,6,6,2,74,2100,1700,1700,8794,2123.39,888.70,4536.08,225.28,0.00,94.29,481.26,933
5,848,1673,2,2,4,-2,-2,4,4,3,75,886,886,886,8125,1427.62,964.76,4593.74,227.72,0.00,153.89,732.74,1296
2,2520,300,3,2,5,0,0,5,-2,-2,-2,1775,1375,0,5541,0.00,879.97,4661.03,0.00,0.00,79.88,423.12,503
3,7425,733,3,1,5,1,-2,3,3,1,-2,1986,831,831,14790,200.36,1049.06,5205.85,24.38,447.46,127.68,633.57,1800
5,2847,1816,1,1,3,-2,-2,3,3,2,65,976,976,976,6930,896.31,416.96,2625.65,97.42,123.70,45.32,285.37,753
2,2169,1535,3,2,8,0,0,8,8,1,-2,3348,2948,3348,11045,2215.77,913.30,7669.37,456.60,0.00,188.20,1580.40,2276
5,5970,863,3,2,5,-2,-2,5,5,1,-2,1052,1052,1052,3938,230.83,934.60,2772.58,24.15,0.00,97.78,290.07,412
2,2328,2161,3,2,7,0,-2,7,7,3,72,1299,1299,1299,20605,2755.18,912.82,12222.67,286.02,312.57,94.76,1268.83,2139
5,7642,529,2,1,4,-2,-2,4,-2,-2,-2,863,863,0,2205,0.00,574.45,1630.56,0.00,0.00,65.14,184.89,250
2,658,3168,3,2,7,0,0,7,6,3,76,2862,2462,2110,12101,4501.10,1089.74,4346.58,658.00,192.81,159.30,635.41,1769
2,5318,1225,3,1,6,0,0,6,6,2,80,1735,1485,1485,30084,2070.41,1457.96,12753.82,127.94,439.12,90.09,788.11,1859
1,6426,634,2,1,4,-2,-2,4,-2,-2,-2,824,824,0,2436,0.00,594.62,754.50,0.00,196.76,107.65,136.59,441
2,3788,1687,3,2,6,0,-2,6,6,3,68,2058,2058,2058,15978,3313.98,2003.51,8044.35,326.67,257.88,197.49,792.96,1575
5,4552,1721,-2,1,1,-2,-2,1,-2,-2,-2,421,421,421,7927,841.59,931.22,1247.59,80.26,183.68,88.81,118.98,756
2,7449,739,4,1,6,1,-2,6,-2,-2,-2,2720,2210,283,7230,266.97,1721.55,4691.76,31.90,0.00,205.73,560.68,864
2,3243,1584,4,3,8,0,0,8,6,2,72,3692,3442,2582,14618,3138.95,765.83,10713.23,363.33,0.00,88.64,1240.03,1692
5,1454,1749,1,1,2,-2,-2,2,2,1,-2,711,711,711,2163,266.90,284.85,864.86,23.56,0.00,25.15,76.35,191
2,124,4303,2,1,5,0,0,5,5,1,-2,1140,890,890,11173,2419.37,1395.14,4244.72,289.94,253.29,167.20,508.70,1339
2,3014,1770,3,2,6,0,0,6,6,1,-2,3136,2736,2736,5337,1226.27,929.60,2910.55,140.85,0.00,106.77,334.30,613
2,1991,2362,3,2,6,0,0,6,6,3,69,2304,2054,2054,10809,2992.11,849.99,4776.01,333.84,141.98,94.84,532.88,1206
2,499,3708,3,1,5,0,-2,5,5,2,74,1012,1012,1012,11896,3264.72,1279.36,4007.95,392.72,314.98,153.90,482.13,1431
2,7750,399,2,2,5,1,-2,5,-2,-2,-2,2064,2064,0,3532,0.00,727.63,2804.37,0.00,0.00,114.54,441.46,556
2,6573,550,3,1,8,1,-2,8,-2,-2,-2,4275,2611,979,12911,280.12,753.59,11877.30,32.41,0.00,87.20,1374.39,1494
2,3435,1754,3,3,5,1,0,5,5,3,68,3008,2409,2409,15732,4005.21,2257.97,9468.83,382.65,0.00,215.72,904.63,1503
3,1687,2489,1,1,3,0,-2,3,-2,-2,-2,575,575,192,3729,521.45,900.59,2306.97,85.30,0.00,147.32,377.38,610
2,6411,825,2,2,5,0,0,5,5,1,-2,1983,1583,1583,7895,347.10,778.21,5101.80,45.86,220.34,102.81,673.99,1043
3,7460,494,2,2,6,1,0,5,5,2,72,4267,2479,2479,7615,608.42,764.84,6241.74,79.98,0.00,100.54,820.48,1001
2,5275,829,3,1,7,0,0,7,-2,-2,-2,2177,1927,1101,11902,988.80,1094.37,9296.28,207.53,0.00,229.69,1951.11,2498
2,1991,2262,3,2,9,0,-2,9,9,2,75,2208,2208,2208,14627,4341.80,1489.26,6127.58,562.50,345.70,192.94,793.86,1895
2,4605,1214,5,3,11,1,0,11,9,3,78,3570,3170,1842,31100,2957.26,2818.63,16543.99,297.25,375.64,283.31,1662.91,3126
2,1703,1922,3,2,6,0,0,6,1,1,-2,1713,1313,219,8165,195.89,906.16,7062.96,28.41,0.00,131.40,1024.19,1184
5,5208,871,1,1,4,-2,-2,4,-2,-2,-2,1080,1080,810,4684,1014.30,621.53,3048.17,174.10,0.00,106.68,523.21,804
2,7707,691,5,4,10,1,0,10,10,3,78,6323,4650,4650,23379,2545.02,3344.24,17489.74,215.54,0.00,283.23,1481.23,1980
4,4739,259,3,2,5,0,-2,5,-2,-2,-2,1477,1477,295,12403,64.76,1044.54,4974.20,5.86,197.18,94.49,449.98,1122
2,5579,57,2,1,5,0,0,5,-2,-2,-2,1947,1547,309,14615,43.08,2357.40,9084.95,4.20,249.93,229.69,885.18,1424
2,4667,1209,4,2,9,1,0,9,9,2,80,3456,2146,2146,9830,1629.56,1158.87,7041.58,192.30,0.00,136.75,830.95,1160
4,6078,611,2,1,4,0,-2,3,-2,-2,-2,854,641,214,10792,70.91,839.38,3118.42,5.43,220.83,64.32,238.97,827
2,5356,951,4,2,8,0,0,8,8,3,72,2836,2436,2436,12232,2066.72,2480.46,7684.82,202.42,0.00,242.94,752.65,1198
2,3051,1749,4,3,8,0,0,6,8,3,72,3168,2076,2768,9500,3664.41,658.33,4374.26,421.60,0.00,75.74,503.27,1093
2,5499,918,5,3,10,1,0,8,-2,-2,-2,3754,3053,901,14678,2080.44,2218.39,9816.61,213.60,0.00,227.76,1007.88,1507
3,2881,127,3,2,8,1,0,8,-2,-2,-2,2229,1051,0,4120,0.00,945.39,3174.61,0.00,0.00,115.19,386.81,502
2,6318,612,5,4,9,1,0,9,9,1,-2,6560,4150,4150,16099,1016.69,2932.94,12149.37,145.19,0.00,418.84,1734.98,2299
